,Message,Spam_Status,num_words,message_len,num_uppercase_chars,num_uppercase_words,contains_free_or_win
3027,got tallent wast,ham,8,41,1,0,0
3028,record one night,ham,7,37,1,0,0
3029,also sir sent email log usc payment portal send anoth messag explain thing back home great weekend,ham,34,173,3,0,0
3030,gonna let know co come bak holiday day come get text number,ham,17,95,1,0,0
3031,jokin lar depend phone father get lor,ham,12,69,1,0,0
3032,aight lemm know,ham,6,27,1,0,0
3033,get readi lt gt inch pleasur,ham,8,47,1,0,0
3034,raji pl favour pl convey birthday wish nimya pl today birthday,ham,18,93,6,0,0
3035,ok feel like john lennon,ham,6,32,1,0,0
3036,co darren say consid mah ask,ham,10,48,3,0,0
3037,bother trust answer pl,ham,13,63,2,0,0
3038,wish famili merri x happi new year advanc,ham,14,75,12,2,0
3039,one day crab run sea shore wave came n clear footprint crab crab ask frnd r u clear beauti footprint wave repli fox follow ur footprint catch clear frndsship never let u dwn gud nyt,ham,56,295,8,1,1
3040,aight time want come,ham,9,39,1,0,0
3041,slaaaaav must summon time wish come anymor,ham,26,120,5,0,0
3042,bill bad,ham,12,43,1,0,0
3043,let know chang next hr even appendix age rang howev imposs chill let know hr,ham,36,169,4,0,0
3044,hello yeah got bath need hair come done yeah,ham,26,101,1,0,0
3045,weather,ham,7,32,1,0,0
3046,ok much though h friday cant wait dunno wot hell im gonna anoth week becom slob oh wait alreadi done,ham,31,150,7,0,0
3047,die e toot fring,ham,8,40,2,0,0
3048,lol know awesom phone could click delet right want,ham,18,85,3,0,0
3049,ok,ham,1,2,1,0,0
3050,awesom question cute answer someon ask boy ur life smile amp answer fine gudnit,ham,22,135,5,0,0
3051,plea leav topic sorri tell,ham,8,49,1,0,0
3052,pl send correct name da,ham,7,32,1,0,0
3053,happen yo date,ham,6,29,1,0,0
3054,eastend tv quiz flower dot compar violet e tulip f lili txt e f chanc win cash wkent p,spam,33,153,57,10,1
3055,webpag avail,ham,4,24,1,0,0
3056,woke yeesh late fall asleep til lt gt,ham,16,74,4,0,0
3057,unsubscrib servic get ton sexi babe hunk straight phone go http gotbab co uk subscript,spam,25,141,3,0,0
3058,dear know lt gt th lt gt th birthday love gopalettan plan give small gift day like particip welcom plea contact admin team detail,ham,47,242,5,0,0
3059,k k tomorrow onward start ah,ham,7,40,1,0,0
3060,u talk bout earli morn almost noon,ham,13,66,2,0,0
3061,fine rememb,ham,5,25,2,0,0
3062,hi babe jordan r u im home abroad lone text back u wanna chat xxsp visionsm com text stop stopcost p,spam,29,147,7,0,0
3063,ok mani buy,ham,6,26,2,0,0
3064,sound good keep post,ham,5,27,1,0,0
3065,get brand new mobil phone agent mob plu load goodi info text mat,spam,25,121,8,1,0
3066,ok april cant wait,ham,5,23,3,0,0
3067,boy best get yo ass quick,ham,9,38,1,0,0
3068,ay wana meet sat wkg sat,ham,9,34,2,0,0
3069,wait till bu pick,ham,15,55,1,0,0
3070,apart one told yesterday,ham,9,46,1,0,0
3071,ok lor buy wat,ham,5,22,2,0,0
3072,somebodi go andro steal ice,ham,8,42,1,0,0
3073,know msg recent,ham,8,35,2,0,0
3074,take us shop mark distract isaiah,ham,10,53,4,0,0
3075,mum hope great day hope text meet well full life great day abiola,ham,23,112,4,0,0
3076,sen foot peni,ham,9,39,1,0,0
3077,okay thought expert,ham,8,38,1,0,0
3078,deep sigh miss realli surpri gone net cafe yet get miss,ham,27,129,3,0,0
3079,thinl role like sachin stand hit,ham,14,67,2,0,0
3080,great trip india bring light everyon project everyon lucki see smile bye abiola,ham,29,147,5,0,0
3081,importantli discuss u,ham,12,61,1,0,0
3082,k k train process,ham,7,38,1,0,0
3083,ok lor ned go toa payoh return smth u wan send wat,ham,22,82,2,0,0
3084,da car park,ham,4,15,1,0,0
3085,wish hold tightli make see import much mean much need life,ham,31,153,8,0,0
3086,ask anthoni dad bf,ham,10,42,3,0,0
3087,wnevr wana fal luv vth book bed fal luv vth yen madodu nav pretsorginta nammanna pretsovru import alwa gud eveb,ham,26,155,5,0,0
3088,today sunday sunday holiday work,ham,9,50,2,0,0
3089,go take bath ill place key window,ham,11,52,1,0,1
3090,lord ring return king store repli lotr june chanc win lotr soundtrack cd stdtxtrate repli stop end txt,spam,29,140,60,14,1
3091,dear take care reach home love u lot,ham,12,54,2,0,0
3092,staff scienc nu edu sg phyhcmk teach pc,ham,8,49,0,0,0
3093,emigr someth ok mayb bit hope,ham,13,67,2,0,0
3094,olol print forum post guy exact prob fix gpu replac hope dont ignor,ham,27,139,2,0,0
3095,walk mom right stagwood pass right winterston left victor hill address lt gt,ham,20,110,3,0,1
3096,yo jp hungri like mofo,ham,9,37,1,0,0
3097,creepi crazi,ham,9,40,1,0,0
3098,ok din get ur msg,ham,6,25,2,0,0
3099,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija,ham,22,113,5,0,0
3100,pathaya enketa maraikara pa,ham,4,28,1,0,0
3101,even friend priest call,ham,12,48,1,0,0
3102,u lousi run alreadi come back half dead hee,ham,11,58,2,0,0
3103,said bad dat e gal know u wat u,ham,18,66,2,0,0
3104,remind hr,ham,7,26,1,0,0
3105,hope would send messag rent due dont enough reserv complet gone loan need hope could balanc lt gt way could get till mid march hope pay back,ham,64,297,6,0,0
3106,hi happi new year dont mean intrud pl let know much tuition paid last semest much semest thank,ham,30,148,6,0,0
3107,hello hun ru way im good date guy met walkabout far meet soon everyon el,ham,33,149,6,0,0
3108,lol gonna last month cash left lt gt case collect week cau announc blog,ham,32,154,5,0,0
3109,good luck draw take place th feb good luck remov send stop custom servic,spam,19,112,11,1,0
3110,short cute good person,ham,7,36,4,0,0
3111,decid yet eh,ham,7,35,1,0,0
3112,wat time liao still got,ham,6,31,1,0,0
3113,ye watch footi worri go blow phil nevil,ham,13,70,3,0,0
3114,wait insid da car park,ham,8,33,2,0,0
3115,uncl abbey happi new year abiola,ham,6,35,6,0,0
3116,free call pa,ham,6,23,1,0,1
3117,r u say order slipper co pay return,ham,17,76,1,0,0
3118,stop know well,ham,5,24,1,0,1
3119,good even roger,ham,8,41,2,0,0
3120,small problem auction punj ask tiwari,ham,8,48,1,0,0
3121,free entri weekli comp chanc win ipod txt pod get entri std txt rate c appli detail,spam,32,143,7,1,1
3122,tell tell one treat hi hi hi,ham,15,59,2,0,0
3123,uncl atlanta wish guy great semest,ham,10,53,3,0,0
3124,st wk free gr tone str u wk txt nokia classic nokia tone hit poli nokia p poli p,spam,31,139,23,5,1
3125,u come pick,ham,5,19,1,0,0
3126,cool like photo sexi,ham,10,51,2,0,0
3127,would u fuckin believ didnt know thur pre book cancel need b sack,ham,25,122,5,1,0
3128,haha better late ever way could swing,ham,11,53,2,0,1
3129,ok finish,ham,6,22,2,0,0
3130,lookatm thank purcha video clip lookatm charg p think better send video mmsto,spam,30,156,12,0,0
3131,bar b q store life twat orang dunger came ask want deck got first punch,ham,34,155,7,0,0
3132,messag food,ham,5,25,2,0,0
3133,ok go sleep hope meet,ham,9,39,2,0,0
3134,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem,ham,26,119,1,0,0
3135,let know detail fri u find co tom fri mention chine thank,ham,23,104,3,0,0
3136,right think,ham,11,45,3,0,0
3137,wat r u,ham,5,18,1,0,0
3138,ur lectur,ham,4,19,1,0,0
3139,sexi sexi cum text im wet warm readi porn u fun msg free recd msg p inc vat cancel text stop,spam,33,144,42,11,1
3140,custom place call,ham,6,30,1,0,0
3141,plan yet go join compani jan know happen,ham,18,91,1,0,0
3142,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklac madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano,ham,28,156,14,0,0
3143,haha heard text around,ham,10,45,2,0,0
3144,get tomorrow send,ham,10,42,1,0,0
3145,shit babe thasa bit mess yeh,ham,7,36,27,7,0
3146,oh late well good night give u call tomorrow iam go go sleep night night,ham,25,113,3,0,0
3147,cheer u tex mecau u werebor yeah okden hunni r uin wk sat sound likeyour havin gr fun j keep updat countinlot lovem xxxxx,ham,24,141,109,18,0
3148,sorri meet call later,ham,8,38,2,0,0
3149,yo howz u girl never rang india l,ham,9,43,3,0,0
3150,yeah wor,ham,7,29,1,0,0
3151,hard live chat p min choo girl connect live call cheap chat uk biggest live servic vu bcm wc n xx,spam,25,145,25,4,0
3152,tag friend seem count friend,ham,12,61,7,2,0
3153,heard u call rude chat privat line cum wan c pic gettin shag text pix end send stop sam xxx,spam,33,160,16,3,0
3154,ok,ham,1,5,1,0,0
3155,long time rememb today,ham,6,33,2,0,0
3156,havent shop lor juz arriv,ham,8,41,1,0,0
3157,thank u better work cau feel use otherwi,ham,12,60,43,9,0
3158,challeng know,ham,10,44,2,0,0
3159,much ur hdd case cost,ham,7,32,1,0,0
3160,mysteri solv open email sent anoth batch sweeti,ham,18,87,3,0,0
3161,describ lucki actual awak noon,ham,15,66,2,0,0
3162,nd time tri contact u u prize claim call b cs stop sm ppm,spam,31,152,7,1,0
3163,today sorri day ever angri ever misbehav hurt plz plz slap urself bcoz ur fault basic good,ham,31,148,28,5,0
3164,cheer card time year alreadi,ham,11,56,2,0,0
3165,hot live fantasi call p per min ntt ltd po box croydon cr wb k,spam,20,101,29,5,0
3166,peopl see msg think iam addict msging wrong bcoz know iam addict sweet friend bslvyl,ham,27,148,14,1,0
3167,ugh hope asu ppl dont randomli reformat,ham,10,55,1,0,0
3168,seen facebook huh lol,ham,7,35,2,0,0
3169,mah b pick tomorrow,ham,8,31,2,0,0
3170,still otsid le u come morrow maga,ham,7,38,1,0,0
3171,u still plumber tape wrench could borrow,ham,12,59,1,0,0
3172,dear voucher holder claim week offer pc plea go http www e tlp co uk reward ts cs appli,spam,24,114,8,1,0
3173,vl bcum difficult,ham,5,27,1,0,0
3174,ur go bahama callfreefon speak live oper claim either bahama crui cash opt txt x,spam,29,159,30,4,1
3175,havent still waitin usual come back sch oredi,ham,10,55,3,0,0
3176,meet da call,ham,7,30,2,0,0
3177,k k watch film,ham,6,33,1,0,0
3178,cinema plu drink appeal tomo fr thriller director like mac,ham,20,92,2,0,0
3179,size eleph tablet u shove um ur ass,ham,12,59,1,0,0
3180,mani peopl seem special first sight remain special till last sight maintain till life end take cr da,ham,31,160,3,0,0
3181,parent kidz friend n colleagu scream surpri wait sofa nake,ham,20,130,23,2,0
3182,dunno juz askin co got card got salon call hair sen tot da one cut ur hair,ham,29,112,2,0,0
3183,good morn pooki pie lol hope wake u,ham,12,52,3,0,0
3184,mayb woke fuck problem,ham,14,65,50,11,0
3185,happi birthday dear lot love rakhesh nri,ham,11,59,4,1,0
3186,howz person stori,ham,4,23,1,0,0
3187,nd time tri contact u u pound prize claim easi call p per min bt nation rate,spam,32,153,9,2,0
3188,x lt gt go get,ham,9,41,2,0,0
3189,hi neva worri bout da truth coz truth lead ur heart least uniqu person like u deserv sleep tight morn,ham,28,137,4,0,0
3190,ur award citi break could win summer shop spree everi wk txt store skilgm tsc winawk age perwksub,spam,26,148,25,4,1
3191,ur paper today e morn aft,ham,9,35,1,0,0
3192,lick everi drop readi use mouth well,ham,15,69,1,0,0
3193,expect whenev text hope goe well tomo,ham,13,68,3,0,0
3194,great p diddi neighbor come toothpast everi morn,ham,12,68,2,0,0
3195,av new number wil u use one ta,ham,12,49,2,0,0
3196,poke man everyday teach canada abi say hi,ham,20,96,3,0,0
3197,lor chang suntec wat time u come,ham,9,46,2,0,0
3198,de see onlin shop ask,ham,11,47,1,0,0
3199,curiou cuz ask,ham,11,50,2,0,0
3200,nice nice work,ham,6,28,1,0,0
3201,okay lor wah like def wont let us go haha say term condit,ham,21,110,4,0,0
3202,haha yup hope lose kg mon hip hop go orchard weigh,ham,20,97,2,0,0
3203,good r u work,ham,11,46,3,0,0
3204,oh ye littl weather kind coccoon home,ham,20,90,2,0,0
3205,home also,ham,3,13,1,0,0
3206,phone weirdest auto correct,ham,7,41,1,0,0
3207,oop phone die even know yeah like better,ham,15,65,4,0,0
3208,havent mu ask u st wat meet lunch den u n meet alreadi lor u wan go ask da ge st confirm w asap,ham,34,134,3,0,0
3209,said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife,ham,33,145,8,1,0
3210,oh yeah hav great time newquay send postcard look girl im gone u know im talkin bout xx,ham,29,131,97,23,0
3211,got divorc lol,ham,8,33,3,0,0
3212,ur pin,ham,4,14,1,0,0
3213,babe got enough money pick bread milk give back get home,ham,23,105,3,0,0
3214,want snow freez windi,ham,9,42,2,0,1
3215,urgent tri contact u today draw show prize guarant call land line claim valid hr,spam,29,159,23,2,0
3216,come mahal bu stop lt decim gt,ham,8,40,8,1,0
3217,know week go tirunelvai da,ham,10,47,1,0,0
3218,babi promi treat well bet take good care,ham,18,80,3,0,0
3219,like hotel dusk game think solv puzzl area thing,ham,15,72,2,0,0
3220,thank rington order refer number x mobil charg tone arriv plea call custom servic,spam,25,157,4,0,0
3221,hi love goe day fuck morn woke drop cell way stair seem alright phew miss,ham,30,150,5,0,0
3222,well must pain catch,ham,8,33,1,0,0
3223,sorri da thangam mistak,ham,7,33,1,0,0
3224,need coz never go,ham,7,32,2,0,0
3225,rose red red blood blood heart heart u u send ti ur friend includ u like u get back u r poor relat u need support u r frnd mani luv u pray god marri u tri,ham,65,281,6,0,0
3226,wife knew time murder exactli,ham,9,44,1,0,0
3227,six chanc win cash pound txt csh send cost p day day tsandc appli repli hl info,spam,28,136,17,3,1
3228,ur cash balanc current pound maxim ur cash send collect p msg cc po box tcr w,spam,28,142,19,5,0
3229,feel like dick keep sleep text facebook messag sup town,ham,19,102,3,0,0
3230,plm come da way,ham,9,34,2,0,0
3231,guess want alon time could show watch,ham,15,73,2,0,0
3232,height recycl read twice peopl spend time earn money money spent spend time good morn keep smile,ham,24,149,4,0,0
3233,yup comin,ham,4,20,2,0,0
3234,ye princess toledo,ham,3,22,2,0,0
3235,aight text back mu swing need somebodi get door,ham,22,92,2,0,1
3236,ron say fri leh n said ding tai feng cant make reserv said wait lor,ham,18,86,3,0,0
3237,good swimsuit allow,ham,4,28,2,0,0
3238,okay soon best,ham,9,40,3,0,0
3239,cute thought friendship necessari share everi secret ur close frnd,ham,16,90,3,0,0
3240,ok sent u da latest version da project,ham,11,47,1,0,0
3241,good morn dear great amp success day,ham,10,66,4,0,0
3242,pl accept one day beg chang number,ham,13,63,2,0,0
3243,squeeeeez christma hug u lik frndshp den hug back u get u r cute u r luvd u r lucki none peopl hate u,ham,34,147,6,0,0
3244,ok anybodi ask abt u tel p,ham,11,47,2,0,0
3245,funni fact nobodi teach volcano erupt tsunami ari hurrican sway aroundn teach hw choo wife natur disast happen,ham,26,151,3,0,0
3246,gonna ring weekend wot,ham,7,37,1,0,0
3247,also track lighter find,ham,8,41,1,0,0
3248,sorri help,ham,8,32,2,0,0
3249,babe need advic,ham,5,24,2,0,0
3250,leav around four ok,ham,7,29,2,0,0
3251,come medic colleg pm forward da,ham,9,50,1,0,0
3252,k k good go,ham,8,35,1,0,0
3253,make lasagna vodka,ham,7,38,1,0,0
3254,hi kate u give ring asap xxx,ham,11,41,31,9,0
3255,peopl tour thought sofa thing sent curiou sugar,ham,23,118,4,0,0
3256,told go got drunk,ham,12,57,1,0,0
3257,fuck chicken messag would late woould buzz hear word,ham,25,115,3,0,0
3258,congratul thank good friend u xma prize claim easi call p per minut bt nation rate,spam,30,157,13,3,0
3259,alway look excu citi,ham,12,51,1,0,0
3260,yup still coff wif fren fren drove give lift,ham,18,82,2,0,0
3261,shore takin bu,ham,7,29,1,0,0
3262,u gonna get deu ex,ham,6,23,1,0,0
3263,send email mind lt gt time per night,ham,15,72,2,0,0
3264,want new nokia colour phone deliveredtomorrow free minut mobil free text free camcord repli call,spam,28,173,8,0,1
3265,tap spile seven pub ga st broad st canal ok,ham,16,72,2,0,0
3266,ok come n pick u engin,ham,9,33,1,0,0
3267,never want tell short edg late,ham,27,111,2,0,0
3268,raviyog periph bhayandar east,ham,4,34,2,0,0
3269,k actual guy meet sunoco howard right way,ham,19,86,2,0,0
3270,new voicemail plea call,spam,8,50,2,0,0
3271,moon come color dream star make music sm give warm peac sleep good night,ham,24,121,16,3,0
3272,finish eat got u plate leftov time,ham,11,61,5,1,0
3273,thanx lot,ham,3,14,1,0,0
3274,hurri home u big butt hang last caller u food done starv ask cook,ham,28,120,6,0,0
3275,lol right diet everyday cheat anyway meant fatti,ham,16,78,5,0,0
3276,great day beauti one,ham,10,50,2,0,0
3277,happen interview,ham,4,27,1,0,0
3278,solv case man found murder lt decim gt lt gt afternoon wife call polic polic question everyon wife sir sleep murder took place cook cook garden pick veget hou maid went post offic children went play neighbour went marriag polic arrest murder immedi repli reason u r brilliant,ham,83,444,44,1,0
3279,badrith chennai sure pick us competit,ham,15,79,1,0,0
3280,tot group mate lucki havent repli wat time need leav,ham,18,84,4,0,0
